"Time";"IMSI";"Event type";"Release reason";"MoC establishment time avg (s)";"MtC establishment time avg (s)";"RTP UL pkts lost";"RTP UL MOS CQ avg";"RTP DL MOS CQ avg";"Conv time (s)"
2023-11-05 15:40:13.054;"1763173664";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;19.4
2023-11-05 15:40:13.054;"1763173664";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:13.065;"1763151080";"MoC release";"(SIP);200;OK";;;0;4;4;42.9
2023-11-05 15:40:13.065;"1763151080";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:40:13.109;"1763276086";"MoC setup";"(SIP);487;Request Terminated";2.5;0;;;;
2023-11-05 15:40:13.109;"1797181529";"MoC setup";"(SIP);487;Request Terminated";0.8;0;;;;
2023-11-05 15:40:13.119;"1797190752";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:13.134;"1763714137";"MtC release";"(SIP);200;OK";;;0;4;4;41.4
2023-11-05 15:40:13.134;"1763714137";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:13.177;"1763144635";"MoC release";"(SIP);200;OK";;;0;4.2;3.2;12
2023-11-05 15:40:13.177;"1763144635";"MoC setup";"(SIP);200;OK";2;0;;;;
2023-11-05 15:40:13.190;"1763744625";"MoC setup";"(SIP);487;Request Terminated";4.1;0;;;;
2023-11-05 15:40:13.195;"1763200184";"MtC release";"(SIP);200;OK";;;0;3.7;4;29.8
2023-11-05 15:40:13.195;"1763200184";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:13.208;"1763729426";"MoC release";"(SIP);200;OK";;;0;3.7;4.1;7.4
2023-11-05 15:40:13.208;"1763729426";"MoC setup";"(SIP);200;OK";1.7;0;;;;
2023-11-05 15:40:13.264;"1763291758";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:13.292;"1763197561";"MtC setup";"(SIP);486;Busy Here";0;0.5;;;;
2023-11-05 15:40:13.306;"1768257186";"MoC release";"(SIP);200;OK";;;10;3.7;4;27.1
2023-11-05 15:40:13.306;"1768257186";"MoC setup";"(SIP);200;OK";6;0;;;;
2023-11-05 15:40:13.314;"1763282881";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:13.346;"1763171286";"MtC release";"(SIP)No response to BYE";;;0;4.2;3.8;3.7
2023-11-05 15:40:13.346;"1763171286";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:13.347;"1763459017";"MtC release";"(SIP);200;OK";;;0;3.2;4.2;12
2023-11-05 15:40:13.347;"1763459017";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:13.399;"1797198209";"MoC release";"(SIP);200;OK";;;0;3.5;4.1;296
2023-11-05 15:40:13.399;"1797198209";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:40:13.407;"1763529736";"MtC release";"(SIP);200;OK";;;1;4;3.9;83.3
2023-11-05 15:40:13.407;"1763529736";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:13.412;"1763030259";"MtC release";"(SIP);200;OK";;;0;4;4;101.7
2023-11-05 15:40:13.412;"1763030259";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:13.418;"1797142192";"MoC release";"(SIP);200;OK";;;8;4;4.2;380.5
2023-11-05 15:40:13.418;"1797142192";"MoC setup";"(SIP);200;OK";4.1;0;;;;
2023-11-05 15:40:13.480;"1765845989";"MoC setup";"(SIP);487;Request Terminated";2.8;0;;;;
2023-11-05 15:40:13.519;"1765825340";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;257.5
2023-11-05 15:40:13.519;"1765825340";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:13.533;"1763711996";"MoC release";"(SIP);200;OK";;;0;4;4.1;13.4
2023-11-05 15:40:13.533;"1763711996";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:40:13.534;"1763572679";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:40:13.541;"1763512772";"MtC release";"(SIP);200;OK";;;0;3.8;3.9;7.6
2023-11-05 15:40:13.541;"1763512772";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:13.563;"1765809115";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;6.8
2023-11-05 15:40:13.563;"1765809115";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:13.603;"1763544510";"MoC release";"(SIP);200;OK";;;2;3.9;4.1;211.3
2023-11-05 15:40:13.603;"1763544510";"MoC setup";"(SIP);200;OK";2.3;0;;;;
2023-11-05 15:40:13.658;"1765852422";"MoC release";"(SIP);200;OK";;;0;3.7;4.2;46.7
2023-11-05 15:40:13.658;"1765852422";"MoC setup";"(SIP);200;OK";2.4;0;;;;
2023-11-05 15:40:13.660;"1765816121";"MtC release";"(SIP);200;OK";;;2;4.1;4.2;41.3
2023-11-05 15:40:13.660;"1765816121";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:13.687;"1763190951";"MoC release";"(SIP);200;OK";;;7;4.2;4.2;1042.9
2023-11-05 15:40:13.687;"1763190951";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:40:13.755;"1763943363";"MtC release";"(SIP);200;OK";;;2;4.2;4.2;1042.9
2023-11-05 15:40:13.755;"1763943363";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:40:13.804;"1763997832";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;20.9
2023-11-05 15:40:13.804;"1763997832";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:40:13.821;"1765850168";"MtC setup";"(SIP);487;Request Terminated";0;0.3;;;;
2023-11-05 15:40:13.824;"1763516808";"MtC release";"(SIP);200;OK";;;1;4;4.1;436.8
2023-11-05 15:40:13.824;"1763516808";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:13.827;"1763760577";"MtC release";"(SIP);200;OK";;;0;3.9;4;116.2
2023-11-05 15:40:13.827;"1763760577";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:13.848;"1763255522";"MtC release";"(SIP);200;OK";;;1;4.1;4.2;183.9
2023-11-05 15:40:13.848;"1763255522";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:40:13.850;"1763089269";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;20.9
2023-11-05 15:40:13.850;"1763089269";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:13.939;"1763548012";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;66.8
2023-11-05 15:40:13.939;"1763548012";"MoC setup";"(SIP);200;OK";24.5;0;;;;
2023-11-05 15:40:13.948;"1763721891";"MtC release";"(SIP);200;OK";;;1;4;4;18.7
2023-11-05 15:40:13.948;"1763721891";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:13.960;"1797104018";"MoC setup";"(SIP);487;Request Terminated";1.5;0;;;;
2023-11-05 15:40:13.983;"1763538157";"MoC setup";"(SIP);487;Request Terminated";1.9;0;;;;
2023-11-05 15:40:14.013;"1765885708";"MoC release";"(SIP);200;OK";;;2;4;4.2;343.8
2023-11-05 15:40:14.013;"1765885708";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:40:14.033;"1763121329";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;17.2
2023-11-05 15:40:14.033;"1763121329";"MoC setup";"(SIP);200;OK";1.7;0;;;;
2023-11-05 15:40:14.039;"1765814111";"MoC release";"(SIP);200;OK";;;28;3.9;4.2;146.4
2023-11-05 15:40:14.039;"1763186880";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:40:14.039;"1765814111";"MoC setup";"(SIP);200;OK";4.9;0;;;;
2023-11-05 15:40:14.058;"1797156404";"MoC release";"(SIP);200;OK";;;0;3.7;3.3;4.4
2023-11-05 15:40:14.058;"1797156404";"MoC setup";"(SIP);200;OK";1;0;;;;
2023-11-05 15:40:14.066;"1763802760";"MoC release";"(SIP);200;OK";;;30;4;4.1;477.3
2023-11-05 15:40:14.066;"1763802760";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:40:14.103;"1797128308";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:14.115;"1763836863";"MtC release";"(SIP);200;OK";;;0;3.3;3.7;4.5
2023-11-05 15:40:14.115;"1763836863";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:14.126;"1763157129";"MtC release";"(SIP);200;OK";;;0;4;4;29.5
2023-11-05 15:40:14.126;"1763157129";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:14.155;"1765835394";"MoC release";"(SIP);200;OK";;;0;4;4.1;13.9
2023-11-05 15:40:14.155;"1765835394";"MoC setup";"(SIP);200;OK";1.3;0;;;;
2023-11-05 15:40:14.224;"1766535464";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;36.2
2023-11-05 15:40:14.224;"1766535464";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:40:14.263;"1765825288";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.4;;;;
2023-11-05 15:40:14.263;"1797109432";"MoC setup";"(SIP);487;Request Terminated";1;0;;;;
2023-11-05 15:40:14.272;"1763723068";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;36.2
2023-11-05 15:40:14.272;"1763723068";"MoC setup";"(SIP);200;OK";2.5;0;;;;
2023-11-05 15:40:14.296;"1763575764";"MtC release";"(SIP);200;OK";;;4;4.2;4;477.3
2023-11-05 15:40:14.296;"1763575764";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:14.335;"1763845943";"MoC release";"(SIP);200;OK";;;4;4;4.1;88.8
2023-11-05 15:40:14.335;"1763845943";"MoC setup";"(SIP);200;OK";1;0;;;;
2023-11-05 15:40:14.385;"1763461359";"MtC release";"(SIP);200;OK";;;4;4.1;4;88.8
2023-11-05 15:40:14.385;"1763461359";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:14.510;"1763258985";"MoC release";"(SIP);200;OK";;;1;3.8;4.1;131.2
2023-11-05 15:40:14.510;"1763258985";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:40:14.553;"1763720593";"MtC release";"(SIP);200;OK";;;0;4;4;6.6
2023-11-05 15:40:14.553;"1763720593";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:14.587;"1763215536";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:14.588;"1763123823";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;6.9
2023-11-05 15:40:14.588;"1763123823";"MoC setup";"(SIP);200;OK";1.7;0;;;;
2023-11-05 15:40:14.590;"1763711862";"MoC release";"(SIP)No BYE";;;0;0;0;0
2023-11-05 15:40:14.590;"1763711862";"MoC setup";"(SIP);200;OK";4.9;0;;;;
2023-11-05 15:40:14.605;"1763200330";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;85.2
2023-11-05 15:40:14.605;"1763200330";"MoC setup";"(SIP);200;OK";3.5;0;;;;
2023-11-05 15:40:14.612;"1763274921";"MoC setup";"(SIP);487;Request Terminated";1.4;0;;;;
2023-11-05 15:40:14.640;"1763578130";"MoC setup";"(SIP);487;Request Terminated";1.3;0;;;;
2023-11-05 15:40:14.646;"1763711706";"MoC setup";"(SIP);487;Request Terminated";0.7;0;;;;
2023-11-05 15:40:14.658;"1763149275";"MtC release";"(SIP);200;OK";;;0;3.2;4.2;64.1
2023-11-05 15:40:14.658;"1763149275";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:14.676;"1763950062";"MtC release";"(SIP);200;OK";;;17;3.9;4;138.8
2023-11-05 15:40:14.676;"1763950062";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:14.708;"1763912368";"MtC release";"(SIP);200;OK";;;16;4.1;4.2;1143.8
2023-11-05 15:40:14.708;"1763912368";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:14.716;"1763232897";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:14.752;"1763462881";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:40:14.763;"1763406634";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;3.2
2023-11-05 15:40:14.763;"1763406634";"MoC setup";"(SIP);200;OK";1.4;0;;;;
2023-11-05 15:40:14.769;"1763863240";"MoC release";"(SIP);200;OK";;;3;3.8;4;10.5
2023-11-05 15:40:14.769;"1763863240";"MoC setup";"(SIP);200;OK";3.9;0;;;;
2023-11-05 15:40:14.789;"1797177617";"MoC release";"(SIP);200;OK";;;0;4;4.2;51.9
2023-11-05 15:40:14.789;"1797177617";"MoC setup";"(SIP);200;OK";3.1;0;;;;
2023-11-05 15:40:14.799;"1763253423";"MtC release";"(SIP);200;OK";;;0;4;4;20.7
2023-11-05 15:40:14.799;"1763253423";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:14.822;"1763457575";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:14.903;"1763111864";"MtC release";"(SIP);200;OK";;;2;4.2;4.2;20.7
2023-11-05 15:40:14.903;"1763111864";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:14.944;"1766534561";"MoC setup";"(SIP);487;Request Terminated";1.1;0;;;;
2023-11-05 15:40:14.996;"1763512952";"MoC release";"(SIP);200;OK";;;4;4.1;4.2;2.8
2023-11-05 15:40:14.996;"1763512952";"MoC setup";"(SIP);200;OK";1.3;0;;;;
2023-11-05 15:40:15.048;"1763238022";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:40:15.076;"1763549059";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;216.6
2023-11-05 15:40:15.076;"1763549059";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:40:15.110;"1797111254";"MtC release";"(SIP);200;OK";;;4;4.1;4.2;417.5
2023-11-05 15:40:15.110;"1797111254";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:15.129;"1763549058";"MtC release";"(SIP);200;OK";;;11;4.1;4.2;216.6
2023-11-05 15:40:15.129;"1763549058";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.134;"1763133792";"MoC release";"(SIP);200;OK";;;0;4.2;4.1;20.7
2023-11-05 15:40:15.134;"1763133792";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:40:15.252;"1763541899";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:15.317;"1763725918";"MtC setup";"(SIP);487;Request Terminated";0;0.7;;;;
2023-11-05 15:40:15.319;"1763149411";"MtC setup";"(SIP);486;Busy Here";0;0.4;;;;
2023-11-05 15:40:15.145;"1767239782";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;2
2023-11-05 15:40:15.145;"1767239782";"MoC setup";"(SIP);200;OK";4.7;0;;;;
2023-11-05 15:40:15.359;"1763424596";"MtC release";"(SIP);200;OK";;;1;4;4;90.9
2023-11-05 15:40:15.359;"1763424596";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.411;"1763711866";"MtC release";"(SIP);200;OK";;;1;3.9;3.9;48
2023-11-05 15:40:15.411;"1763711866";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:15.433;"1763574792";"MoC setup";"(SIP);487;Request Terminated";1.3;0;;;;
2023-11-05 15:40:15.466;"1763715030";"MoC setup";"(SIP);487;Request Terminated";0;0;;;;
2023-11-05 15:40:15.515;"1797166620";"MoC release";"(SIP);200;OK";;;2;4;4.1;157.5
2023-11-05 15:40:15.515;"1797166620";"MoC setup";"(SIP);200;OK";2.7;0;;;;
2023-11-05 15:40:15.526;"1765815854";"MtC release";"(SIP);200;OK";;;4;4;4;375
2023-11-05 15:40:15.526;"1765815854";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.533;"1763572679";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:40:15.534;"1765822617";"MoC release";"(SIP);200;OK";;;7;4.2;4.2;963.1
2023-11-05 15:40:15.534;"1765822617";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:40:15.557;"1763961685";"MtC release";"(SIP)No response to BYE";;;1;4.1;4.2;28.3
2023-11-05 15:40:15.557;"1763961685";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:15.611;"1763721357";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:15.651;"1765878107";"MoC setup";"(SIP);487;Request Terminated";2.2;0;;;;
2023-11-05 15:40:15.660;"1763977065";"MtC release";"(SIP);200;OK";;;3;4.2;4.2;963.1
2023-11-05 15:40:15.660;"1763977065";"MtC setup";"(SIP);200;OK";0;0.8;;;;
2023-11-05 15:40:15.684;"1763798360";"MoC release";"(SIP);200;OK";;;4;4.1;3.9;84.2
2023-11-05 15:40:15.684;"1763798360";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:40:15.718;"1797126382";"MtC release";"(SIP);200;OK";;;5;3.9;4.1;84.2
2023-11-05 15:40:15.718;"1797126382";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.735;"1763579724";"MtC release";"(SIP);200;OK";;;6;3.9;4.1;158.2
2023-11-05 15:40:15.735;"1763579724";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.745;"1797179514";"MoC setup";"(SIP);486;Busy Here";2.5;0;;;;
2023-11-05 15:40:15.801;"1797186342";"MoC setup";"(SIP);487;Request Terminated";6;0;;;;
2023-11-05 15:40:15.812;"1797158421";"MoC release";"(SIP);200;OK";;;0;3.9;4;37.9
2023-11-05 15:40:15.812;"1797158421";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:40:15.846;"1763173652";"MoC setup";"(SIP);487;Request Terminated";1.5;0;;;;
2023-11-05 15:40:15.862;"1763717438";"MoC release";"(SIP);200;OK";;;0;4;4.2;38.1
2023-11-05 15:40:15.862;"1763717438";"MoC setup";"(SIP);200;OK";2.8;0;;;;
2023-11-05 15:40:15.869;"1763408144";"MoC release";"(SIP);200;OK";;;2;4;4.1;345.5
2023-11-05 15:40:15.869;"1763408144";"MoC setup";"(SIP);200;OK";2.7;0;;;;
2023-11-05 15:40:15.888;"1763522189";"MoC release";"(SIP);200;OK";;;1;4;4;1137.8
2023-11-05 15:40:15.888;"1763522189";"MoC setup";"(SIP);200;OK";3.2;0;;;;
2023-11-05 15:40:15.900;"1763156638";"MoC setup";"(SIP);486;Busy Here";5.3;0;;;;
2023-11-05 15:40:15.910;"1763721881";"MtC setup";"(SIP);487;Request Terminated";0;1;;;;
2023-11-05 15:40:15.923;"1763226145";"MoC release";"(SIP);200;OK";;;0;3.7;4;196.8
2023-11-05 15:40:15.923;"1763226145";"MoC setup";"(SIP);200;OK";2.2;0;;;;
2023-11-05 15:40:15.957;"1797108170";"MtC release";"(SIP);200;OK";;;2;3.5;3.9;113.7
2023-11-05 15:40:15.957;"1797108170";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:15.982;"1768256655";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;62.3
2023-11-05 15:40:15.982;"1768256655";"MoC setup";"(SIP);200;OK";1;0;;;;
2023-11-05 15:40:15.993;"1763203363";"MtC release";"(SIP);200;OK";;;13;4.2;4.1;3782.5
2023-11-05 15:40:15.993;"1763203363";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:16.018;"1767230453";"MoC setup";"(SIP);487;Request Terminated";1.7;0;;;;
2023-11-05 15:40:16.019;"1763722802";"MtC release";"(SIP);200;OK";;;0;4;4;60.5
2023-11-05 15:40:16.019;"1763722802";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:16.036;"1763236543";"MtC release";"(SIP);200;OK";;;3;4.1;4.1;62.3
2023-11-05 15:40:16.036;"1763236543";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:16.059;"1797127785";"MoC setup";"(SIP);487;Request Terminated";4;0;;;;
2023-11-05 15:40:16.073;"1763490605";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;23.1
2023-11-05 15:40:16.073;"1763490605";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:16.096;"1767230455";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:16.153;"1763848326";"MoC release";"(SIP);200;OK";;;1;3.8;4.1;30.2
2023-11-05 15:40:16.153;"1763848326";"MoC setup";"(SIP);200;OK";1.5;0;;;;
2023-11-05 15:40:16.208;"1763204814";"MoC release";"(SIP);200;OK";;;0;4.1;4.2;71.3
2023-11-05 15:40:16.208;"1763204814";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:40:16.213;"1763572679";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:40:16.283;"1763402891";"MtC setup";"(SIP);487;Request Terminated";0;0.5;;;;
2023-11-05 15:40:16.340;"1763236213";"MoC setup";"(SIP);487;Request Terminated";5.2;0;;;;
2023-11-05 15:40:16.404;"1797110765";"MoC release";"(SIP);200;OK";;;0;4.2;4.2;12.9
2023-11-05 15:40:16.404;"1797110765";"MoC setup";"(SIP);200;OK";0.9;0;;;;
2023-11-05 15:40:16.420;"1797110764";"MtC release";"(SIP);200;OK";;;0;4.2;4.2;12.9
2023-11-05 15:40:16.420;"1797110764";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:16.566;"1763465256";"MtC release";"(SIP);200;OK";;;1;3.8;4;41.5
2023-11-05 15:40:16.566;"1763465256";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:16.569;"1797172812";"MoC release";"(SIP);200;OK";;;4;3.7;4.1;158
2023-11-05 15:40:16.569;"1797172812";"MoC setup";"(SIP);200;OK";2.8;0;;;;
2023-11-05 15:40:16.571;"1767330249";"MoC release";"(SIP);200;OK";;;9;4;4;463.3
2023-11-05 15:40:16.571;"1767330249";"MoC setup";"(SIP);200;OK";3;0;;;;
2023-11-05 15:40:16.599;"1763597546";"MoC release";"(SIP);200;OK";;;0;4;4;63.3
2023-11-05 15:40:16.599;"1763597546";"MoC setup";"(SIP);200;OK";0.8;0;;;;
2023-11-05 15:40:16.615;"1763171013";"MtC release";"(SIP);200;OK";;;3;3.8;4.1;6.7
2023-11-05 15:40:16.615;"1763171013";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:16.674;"1765849435";"MoC release";"(SIP);200;OK";;;0;4;4;22.4
2023-11-05 15:40:16.674;"1765849435";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:40:16.681;"1763535431";"MtC setup";"(SIP);487;Request Terminated";0;0.7;;;;
2023-11-05 15:40:16.701;"1763815145";"MtC release";"(SIP);200;OK";;;5;4;4.1;228.3
2023-11-05 15:40:16.701;"1763815145";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:16.760;"1765823146";"MtC release";"(SIP);200;OK";;;1;4;4.1;57.4
2023-11-05 15:40:16.760;"1765823146";"MtC setup";"(SIP);200;OK";0;0.7;;;;
2023-11-05 15:40:16.772;"1763221451";"MoC release";"(SIP);200;OK";;;5;4.1;4;228.4
2023-11-05 15:40:16.772;"1763221451";"MoC setup";"(SIP);200;OK";2.1;0;;;;
2023-11-05 15:40:16.810;"1763503932";"MoC setup";"(SIP);487;Request Terminated";2.7;0;;;;
2023-11-05 15:40:16.830;"1763177782";"MoC release";"(SIP);200;OK";;;0;4.1;4;57.4
2023-11-05 15:40:16.830;"1763177782";"MoC setup";"(SIP);200;OK";1.9;0;;;;
2023-11-05 15:40:16.841;"1763531998";"MoC release";"(SIP);200;OK";;;0;3.8;4;21.4
2023-11-05 15:40:16.841;"1763531998";"MoC setup";"(SIP);200;OK";3.7;0;;;;
2023-11-05 15:40:16.858;"1765827803";"MtC release";"(SIP);200;OK";;;25;4;4.1;962.3
2023-11-05 15:40:16.858;"1765827803";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:16.923;"1763193870";"MtC release";"(SIP);200;OK";;;7;3.7;4.2;468.1
2023-11-05 15:40:16.923;"1763193870";"MtC setup";"(SIP);200;OK";0;2.3;;;;
2023-11-05 15:40:16.965;"1763505774";"MtC setup";"(SIP);487;Request Terminated";0;0.6;;;;
2023-11-05 15:40:17.037;"1763537879";"MtC release";"(SIP);200;OK";;;0;4.2;4;5.8
2023-11-05 15:40:17.037;"1763537879";"MtC setup";"(SIP);200;OK";0;0.4;;;;
2023-11-05 15:40:17.130;"1763771228";"MtC release";"(SIP);200;OK";;;6;3.8;4;88.1
2023-11-05 15:40:17.130;"1763771228";"MtC setup";"(SIP);200;OK";0;0.5;;;;
2023-11-05 15:40:17.188;"1797158385";"MtC setup";"(SIP Reason)(Q.850);19;No answer from user (user alerted)";0;0.6;;;;
2023-11-05 15:40:17.203;"1797175098";"MtC release";"(SIP)No response to BYE";;;15;2.9;4;31.1
2023-11-05 15:40:17.203;"1797175098";"MtC setup";"(SIP);200;OK";0;1.1;;;;
2023-11-05 15:40:17.204;"1763416631";"MoC release";"(SIP);200;OK";;;1;3.5;4;39
2023-11-05 15:40:17.204;"1763416631";"MoC setup";"(SIP);200;OK";7.1;0;;;;
2023-11-05 15:40:17.322;"1763192492";"MoC setup";"(SIP);487;Request Terminated";3.6;0;;;;
2023-11-05 15:40:17.325;"1763263028";"MoC release";"(SIP);200;OK";;;1;3.8;4;16.8
2023-11-05 15:40:17.325;"1763263028";"MoC setup";"(SIP);200;OK";2;0;;;;
2023-11-05 15:40:17.330;"1763036625";"MoC release";"(SIP);200;OK";;;0;4;4.2;276.9
2023-11-05 15:40:17.330;"1763036625";"MoC setup";"(SIP);200;OK";1.6;0;;;;
2023-11-05 15:40:17.336;"1765810531";"MtC release";"(SIP);200;OK";;;0;4.1;4.2;101.4
2023-11-05 15:40:17.336;"1765810531";"MtC setup";"(SIP);200;OK";0;0.6;;;;
2023-11-05 15:40:17.446;"1797125525";"MoC setup";"(SIP);487;Request Terminated";1.9;0;;;;
2023-11-05 15:40:17.514;"1763060994";"MoC setup";"(SIP);486;Busy Here";0;0;;;;
2023-11-05 15:40:17.517;"1763500406";"MtC setup";"(SIP);487;Request Terminated";0;0.8;;;;
2023-11-05 15:40:17.521;"1797125780";"MoC release";"(SIP);200;OK";;;0;4.1;4.1;654.1
2023-11-05 15:40:17.521;"1797125780";"MoC setup";"(SIP);200;OK";1.8;0;;;;
2023-11-05 15:40:17.525;"1765831415";"MoC setup";"(SIP);487;Request Terminated";2;0;;;;
2023-11-05 15:40:17.539;"1797176649";"MtC release";"(SIP);200;OK";;;2;3.9;4;36.2
2023-11-05 15:40:17.539;"1797176649";"MtC setup";"(SIP);200;OK";0;0.3;;;;
2023-11-05 15:40:17.562;"1763525258";"MtC release";"(SIP);200;OK";;;5;4.1;4.1;654.1
2023-11-05 15:40:17.562;"1763525258";"MtC setup";"(SIP);200;OK";0;0.6;;;;
